grid_id,lat,lon,avg_severity,total_loss,total_casualties,event_count,risk_score,cluster,risk_label
-47.0_65.0,-47.0,65.0,7.123333333333332,33048337.509999998,391,3,9.261052543344983,2,Very High Risk
-47.0_69.0,-47.0,69.0,6.218333333333334,32236301.740000002,1123,6,9.354066860965462,2,Very High Risk
-47.0_7.0,-47.0,7.0,6.5975,21413776.53,572,4,9.109323031052392,2,Very High Risk
-49.0_-113.0,-49.0,-113.0,5.812857142857142,32212790.86,705,7,9.10604812658098,0,High Risk
-49.0_-151.0,-49.0,-151.0,5.172307692307692,80089391.47,1129,13,9.384186106569715,0,High Risk
-49.0_-165.0,-49.0,-165.0,5.102222222222222,43980220.76,1075,9,9.135002073793629,0,High Risk
-49.0_-23.0,-49.0,-23.0,5.728571428571429,48928773.79,987,7,9.306983258932144,0,High Risk
-49.0_-49.0,-49.0,-49.0,6.2375,31695464.259999998,668,4,9.165434262345764,2,Very High Risk
-49.0_-69.0,-49.0,-69.0,6.183999999999999,30605400.35,693,5,9.168123654890328,2,Very High Risk
-49.0_-83.0,-49.0,-83.0,6.671428571428572,35599511.85,806,7,9.4337225795995,1,Extreme Danger Zone
-49.0_11.0,-49.0,11.0,6.636666666666667,47139882.21,889,6,9.523546447110007,1,Extreme Danger Zone
-49.0_125.0,-49.0,125.0,5.585714285714286,51074788.97,784,7,9.208004031158454,0,High Risk
-49.0_131.0,-49.0,131.0,5.681428571428571,30873802.47,848,7,9.109216060935966,0,High Risk
-49.0_137.0,-49.0,137.0,7.194,20328165.63,900,5,9.426682924510294,1,Extreme Danger Zone
-49.0_143.0,-49.0,143.0,5.855714285714286,53448131.629999995,476,7,9.153180064567279,0,High Risk
-49.0_145.0,-49.0,145.0,6.502000000000001,30236938.01,432,5,9.118369729604924,2,Very High Risk
-49.0_165.0,-49.0,165.0,5.988571428571428,44882028.410000004,558,7,9.188224835707723,0,High Risk
-49.0_55.0,-49.0,55.0,5.013636363636364,59059815.96,1429,11,9.30042889156213,0,High Risk
-49.0_63.0,-49.0,63.0,7.5566666666666675,27015119.299999997,425,3,9.355533423492403,2,Very High Risk
-49.0_71.0,-49.0,71.0,5.5175,43395515.9,986,8,9.219133478513692,0,High Risk
-49.0_75.0,-49.0,75.0,6.173333333333333,41149254.71,929,6,9.356961310054315,2,Very High Risk
-5.0_-133.0,-5.0,-133.0,6.218333333333334,40299721.93,802,6,9.32015397460171,2,Very High Risk
-5.0_-169.0,-5.0,-169.0,6.378,28881056.9,960,5,9.306577220275223,2,Very High Risk
-5.0_-29.0,-5.0,-29.0,8.42,23316905.19,258,2,9.39231642027013,1,Extreme Danger Zone
-5.0_-39.0,-5.0,-39.0,5.9957142857142856,53756853.6,911,7,9.391344960189459,2,Very High Risk
-5.0_-55.0,-5.0,-55.0,5.54,48576990.56,1082,9,9.298103749023255,0,High Risk
-5.0_-59.0,-5.0,-59.0,8.145,28240464.119999997,532,4,9.634880150705753,1,Extreme Danger Zone
-5.0_-7.0,-5.0,-7.0,5.806666666666666,55787105.08,761,6,9.278490979655949,0,High Risk
-5.0_-79.0,-5.0,-79.0,6.275714285714286,50164590.8,665,7,9.360291338992784,2,Very High Risk
-5.0_-89.0,-5.0,-89.0,5.89,34104352.77,676,6,9.120373079972227,0,High Risk
-5.0_-9.0,-5.0,-9.0,5.34375,47908442.79,1008,8,9.203302661755638,0,High Risk
-5.0_-91.0,-5.0,-91.0,5.904444444444445,55908596.94,1163,9,9.471245751800218,1,Extreme Danger Zone
-5.0_1.0,-5.0,1.0,6.228333333333333,45172955.52,1011,6,9.426798917459466,2,Very High Risk
-5.0_103.0,-5.0,103.0,5.39875,46707821.17,735,8,9.117543155422222,0,High Risk
-5.0_125.0,-5.0,125.0,6.808333333333333,46178702.41,906,6,9.574542535327078,1,Extreme Danger Zone
-5.0_141.0,-5.0,141.0,7.38,25582198.009999998,725,3,9.446116635482175,1,Extreme Danger Zone
-5.0_143.0,-5.0,143.0,5.994285714285715,25065639.46,1015,7,9.19442102499068,0,High Risk
-5.0_145.0,-5.0,145.0,6.84,46244768.07,880,6,9.575745976987514,1,Extreme Danger Zone
-5.0_153.0,-5.0,153.0,5.29,60221713.03,1277,11,9.355469218484801,0,High Risk
-5.0_163.0,-5.0,163.0,5.487777777777778,54813542.7,1041,9,9.307095370084474,0,High Risk
-5.0_23.0,-5.0,23.0,5.20125,67635734.7,1025,8,9.269018476237992,0,High Risk
-5.0_25.0,-5.0,25.0,6.494999999999999,24689713.38,720,4,9.190204720331353,2,Very High Risk
-5.0_29.0,-5.0,29.0,6.098571428571428,41268139.55,881,7,9.332853603036398,2,Very High Risk
-5.0_41.0,-5.0,41.0,7.546666666666667,15231783.09,472,3,9.212026511004318,2,Very High Risk
-5.0_57.0,-5.0,57.0,5.081666666666666,67100444.43,1178,12,9.309231877973641,0,High Risk
-5.0_63.0,-5.0,63.0,7.12,19966816.2,557,4,9.237126174044164,2,Very High Risk
-5.0_65.0,-5.0,65.0,6.422,42389538.76,631,5,9.309166420964528,2,Very High Risk
-5.0_67.0,-5.0,67.0,5.566666666666666,43345124.77,731,6,9.11873661385915,0,High Risk
-51.0_-101.0,-51.0,-101.0,7.123333333333332,21616273.6,548,3,9.234746081361152,2,Very High Risk
-51.0_-107.0,-51.0,-107.0,5.7542857142857144,38869973.75,934,7,9.229113623208391,0,High Risk
-51.0_-109.0,-51.0,-109.0,6.6933333333333325,24293672.13,538,3,9.135262060201491,2,Very High Risk
-51.0_-113.0,-51.0,-113.0,4.988888888888889,57821632.93,1165,9,9.207187551957249,0,High Risk
-51.0_-119.0,-51.0,-119.0,6.352,31868795.310000002,658,5,9.215134382353225,2,Very High Risk
-51.0_-121.0,-51.0,-121.0,5.841428571428572,28640622.410000004,996,7,9.182898956663733,0,High Risk
-51.0_-125.0,-51.0,-125.0,5.74375,40409681.96,798,8,9.202229738895836,0,High Risk
-51.0_-149.0,-51.0,-149.0,4.723636363636364,52765082.85,1186,11,9.123744964214902,0,High Risk
-51.0_-157.0,-51.0,-157.0,6.95,24505388.84,417,3,9.138594959306214,2,Very High Risk
-51.0_-165.0,-51.0,-165.0,5.965999999999999,43024376.04,578,5,9.150549916474674,0,High Risk
-51.0_-25.0,-51.0,-25.0,5.276666666666667,50184956.19,1067,9,9.224689179811227,0,High Risk
-51.0_-3.0,-51.0,-3.0,5.361428571428571,53883353.03,671,7,9.110149875024195,0,High Risk
-51.0_-31.0,-51.0,-31.0,5.77625,52448738.93,892,8,9.323577492487908,0,High Risk
-51.0_-39.0,-51.0,-39.0,5.1850000000000005,48703398.53,1035,10,9.188604071473868,0,High Risk
-51.0_-41.0,-51.0,-41.0,6.172,42504950.0,794,5,9.30381791768732,2,Very High Risk
-51.0_-61.0,-51.0,-61.0,6.183333333333334,68117667.03,1016,9,9.573666382086362,1,Extreme Danger Zone
-51.0_-65.0,-51.0,-65.0,5.708333333333333,44852146.22,574,6,9.099066633417246,0,High Risk
-51.0_-77.0,-51.0,-77.0,5.8,41133841.050000004,921,7,9.255610245693468,0,High Risk
-51.0_1.0,-51.0,1.0,5.8,58006674.7,1169,8,9.441970764120141,2,Very High Risk
-51.0_101.0,-51.0,101.0,6.086,35096989.239999995,675,5,9.171921650719105,0,High Risk
-51.0_107.0,-51.0,107.0,6.248571428571429,38122321.64,723,7,9.294846169832077,2,Very High Risk
-51.0_113.0,-51.0,113.0,6.5633333333333335,46625674.2,902,6,9.502606356128048,1,Extreme Danger Zone
-51.0_117.0,-51.0,117.0,5.8566666666666665,30784558.5,715,6,9.096452207186243,0,High Risk
-51.0_119.0,-51.0,119.0,7.1825,35761159.75,602,4,9.453980840419973,1,Extreme Danger Zone
-51.0_123.0,-51.0,123.0,5.711666666666667,42299365.85,711,6,9.146599191074937,0,High Risk
-51.0_127.0,-51.0,127.0,5.40125,44490656.54,959,8,9.183414377724393,0,High Risk
-51.0_145.0,-51.0,145.0,4.957,50105357.93,1072,10,9.139245207570678,0,High Risk
-51.0_15.0,-51.0,15.0,5.82125,51903813.12,819,8,9.308359610378291,0,High Risk
-51.0_155.0,-51.0,155.0,4.767272727272727,68304664.92,1044,11,9.176050723666743,0,High Risk
-51.0_19.0,-51.0,19.0,5.8428571428571425,38041776.24,903,7,9.239108759596137,0,High Risk
-51.0_39.0,-51.0,39.0,5.22,38757831.050000004,1013,8,9.104072936206963,0,High Risk
-51.0_5.0,-51.0,5.0,4.994,51790575.47,1224,10,9.200013994948913,0,High Risk
-51.0_51.0,-51.0,51.0,5.87,45222726.64,547,6,9.135606703686744,0,High Risk
-51.0_53.0,-51.0,53.0,7.406666666666666,22684112.52,570,3,9.345998816762371,2,Very High Risk
-51.0_75.0,-51.0,75.0,6.246666666666667,34047975.56,583,6,9.18254565872701,2,Very High Risk
-53.0_-117.0,-53.0,-117.0,7.079999999999999,40725344.88,750,6,9.561721072078635,1,Extreme Danger Zone
-53.0_-119.0,-53.0,-119.0,7.0616666666666665,48339677.01,901,6,9.662604352606552,1,Extreme Danger Zone
-53.0_-147.0,-53.0,-147.0,6.267777777777777,59261684.51,1042,9,9.564790841832249,1,Extreme Danger Zone
-53.0_-153.0,-53.0,-153.0,6.7299999999999995,40274146.54,638,5,9.389513379481901,2,Very High Risk
-53.0_-25.0,-53.0,-25.0,5.566666666666666,45803502.79,674,6,9.110966166604296,0,High Risk
-53.0_-29.0,-53.0,-29.0,5.441538461538462,74971451.86,1415,13,9.51283004485211,0,High Risk
-53.0_-31.0,-53.0,-31.0,5.890000000000001,48141095.32,951,7,9.339407693696478,0,High Risk
-53.0_-37.0,-53.0,-37.0,6.616666666666667,32222160.28,508,3,9.17981334476608,2,Very High Risk
-53.0_-5.0,-53.0,-5.0,5.55125,43450731.57,1183,8,9.284235083247586,0,High Risk
-53.0_-79.0,-53.0,-79.0,4.906363636363636,54426497.69,1229,11,9.198539100847682,0,High Risk
-53.0_-83.0,-53.0,-83.0,7.48,24079224.21,609,3,9.405725123929034,1,Extreme Danger Zone
-53.0_-9.0,-53.0,-9.0,5.36375,50692328.4,915,8,9.19723791610478,0,High Risk
-53.0_13.0,-53.0,13.0,7.3999999999999995,19385340.880000003,537,3,9.27899533373504,2,Very High Risk
-53.0_15.0,-53.0,15.0,6.397777777777778,53489141.980000004,808,9,9.496828294645951,1,Extreme Danger Zone
-53.0_17.0,-53.0,17.0,5.667142857142856,38659249.73,1090,7,9.247631002223564,0,High Risk
-53.0_29.0,-53.0,29.0,5.258,57457128.18,1256,10,9.318099384318923,0,High Risk
-53.0_35.0,-53.0,35.0,5.676666666666666,57544411.57,1290,9,9.442630506597714,0,High Risk
-53.0_83.0,-53.0,83.0,6.242857142857143,38919354.72,855,7,9.349583088224115,2,Very High Risk
-53.0_87.0,-53.0,87.0,6.033333333333334,34824799.09,748,6,9.199964811119887,0,High Risk
-55.0_-11.0,-55.0,-11.0,5.384545454545455,49439606.54,1256,11,9.319677993812132,0,High Risk
-55.0_-153.0,-55.0,-153.0,7.0675,32172790.87,378,4,9.24844415687085,2,Very High Risk
-55.0_-41.0,-55.0,-41.0,5.951428571428571,37603237.04,1049,7,9.313116575363209,2,Very High Risk
-55.0_-51.0,-55.0,-51.0,6.053333333333334,35946858.59,869,6,9.260404663413597,2,Very High Risk
-55.0_-53.0,-55.0,-53.0,6.445,32921746.9,662,4,9.236369496623082,2,Very High Risk
-55.0_-57.0,-55.0,-57.0,9.24,8576976.2,391,2,9.46261741131302,1,Extreme Danger Zone
-55.0_-65.0,-55.0,-65.0,7.359999999999999,21887138.15,418,3,9.228413642747002,2,Very High Risk
-55.0_-67.0,-55.0,-67.0,6.0175,56212740.42,774,8,9.374227567987479,2,Very High Risk
-55.0_-77.0,-55.0,-77.0,5.84125,42419128.46,1022,8,9.320178883009094,0,High Risk
-55.0_-89.0,-55.0,-89.0,5.651111111111111,47956370.22,1046,9,9.317437772681549,0,High Risk
-55.0_11.0,-55.0,11.0,5.526000000000001,71093789.4,1316,10,9.476376204246773,0,High Risk
-55.0_111.0,-55.0,111.0,7.91,18872184.490000002,359,2,9.274652356962351,2,Very High Risk
-55.0_123.0,-55.0,123.0,6.265000000000001,29627045.86,1047,6,9.321742148575872,2,Very High Risk
-55.0_129.0,-55.0,129.0,5.292857142857143,49916486.019999996,775,7,9.1098056252862,0,High Risk
-55.0_133.0,-55.0,133.0,6.2700000000000005,44209614.01,791,7,9.372648428978419,2,Very High Risk
-55.0_143.0,-55.0,143.0,6.16,46826843.95,512,6,9.213263930400538,2,Very High Risk
-55.0_153.0,-55.0,153.0,7.55,38144473.53,551,4,9.557075646072073,1,Extreme Danger Zone
-55.0_25.0,-55.0,25.0,5.248571428571429,60357475.25,958,7,9.217021519012315,0,High Risk
-55.0_29.0,-55.0,29.0,6.405,34949939.93,495,4,9.155244770215061,2,Very High Risk
-55.0_45.0,-55.0,45.0,5.510000000000001,44110190.98,1017,9,9.24159749574436,0,High Risk
-55.0_49.0,-55.0,49.0,4.754545454545454,51263003.57,1346,11,9.162288821716025,0,High Risk
-55.0_5.0,-55.0,5.0,5.39,51141210.76,1051,10,9.26935441201962,0,High Risk
-55.0_53.0,-55.0,53.0,6.251666666666666,40848352.660000004,707,6,9.296437365926854,2,Very High Risk
-55.0_57.0,-55.0,57.0,5.8025,48770382.32,1033,8,9.353619610475693,0,High Risk
-55.0_73.0,-55.0,73.0,4.942,64078325.42,1069,10,9.20769872851926,0,High Risk
-55.0_81.0,-55.0,81.0,6.2299999999999995,45761672.91,750,7,9.35505309506757,2,Very High Risk
-55.0_89.0,-55.0,89.0,5.369999999999999,35841463.98,970,7,9.100826900893477,0,High Risk
-55.0_9.0,-55.0,9.0,5.672857142857143,37856385.599999994,1010,7,9.220202940158828,0,High Risk
-57.0_-101.0,-57.0,-101.0,5.035,54296090.33,1484,12,9.300934790949297,0,High Risk
-57.0_-103.0,-57.0,-103.0,5.988333333333333,56215050.39,621,6,9.274381571927604,0,High Risk
-57.0_-129.0,-57.0,-129.0,6.285,32674161.78,921,6,9.318683140322213,2,Very High Risk
-57.0_-147.0,-57.0,-147.0,6.048,34598005.03,746,5,9.186187485215623,0,High Risk
-57.0_-149.0,-57.0,-149.0,6.295999999999999,42179178.1,788,5,9.336437024475147,2,Very High Risk
-57.0_-21.0,-57.0,-21.0,6.258333333333333,43831649.48,797,6,9.355483612566195,2,Very High Risk
-57.0_-27.0,-57.0,-27.0,6.8675,19542739.87,559,4,9.15600916569573,2,Very High Risk
-57.0_-45.0,-57.0,-45.0,6.241428571428571,34433546.93,735,7,9.267104324506779,2,Very High Risk
-57.0_-47.0,-57.0,-47.0,6.311999999999999,43093423.12,391,5,9.137818790103479,2,Very High Risk
-57.0_107.0,-57.0,107.0,5.88125,57809231.34,789,8,9.347505056357848,0,High Risk
-57.0_119.0,-57.0,119.0,6.295,38894059.28,826,8,9.366469497710494,2,Very High Risk
-57.0_125.0,-57.0,125.0,6.0024999999999995,44495698.97,923,8,9.352357013000086,2,Very High Risk
-57.0_13.0,-57.0,13.0,5.57875,48265015.2,918,8,9.247998560613853,0,High Risk
-57.0_131.0,-57.0,131.0,6.444,33258946.46,1068,5,9.400669935852571,2,Very High Risk
-57.0_133.0,-57.0,133.0,6.5225,29095057.41,902,4,9.315234228358204,2,Very High Risk
-57.0_135.0,-57.0,135.0,6.536,46182710.18,665,5,9.384797668824595,2,Very High Risk
-57.0_147.0,-57.0,147.0,5.913333333333333,53179326.34,1027,9,9.421623731591646,2,Very High Risk
-57.0_149.0,-57.0,149.0,6.3950000000000005,58600888.84,1271,10,9.668671382274324,1,Extreme Danger Zone
-57.0_153.0,-57.0,153.0,6.4262500000000005,60923400.37,1217,8,9.656625467560774,1,Extreme Danger Zone
-57.0_167.0,-57.0,167.0,6.562857142857142,47103485.13,623,7,9.408003679059926,2,Very High Risk
-57.0_39.0,-57.0,39.0,5.72,33484840.740000002,852,7,9.146553041121415,0,High Risk
-57.0_61.0,-57.0,61.0,6.2925,32532158.7,524,4,9.117035176201721,2,Very High Risk
-57.0_89.0,-57.0,89.0,5.878571428571428,40972605.72,1273,7,9.375014915356221,2,Very High Risk
-57.0_95.0,-57.0,95.0,5.868333333333333,31176248.79,745,6,9.116058836433139,0,High Risk
-59.0_-11.0,-59.0,-11.0,5.501111111111111,62018608.88,830,9,9.280264298286992,0,High Risk
-59.0_-115.0,-59.0,-115.0,7.97,24435117.240000002,234,2,9.242196461400615,2,Very High Risk
-59.0_-123.0,-59.0,-123.0,5.627142857142857,36072580.62,863,7,9.144871928796992,0,High Risk
-59.0_-163.0,-59.0,-163.0,5.836666666666667,41176275.6,736,6,9.186379233901585,0,High Risk
-59.0_-165.0,-59.0,-165.0,7.1775,25557842.13,526,4,9.31129039560414,2,Very High Risk
-59.0_-33.0,-59.0,-33.0,6.665,34550379.94,697,4,9.332288262235203,2,Very High Risk
-59.0_-41.0,-59.0,-41.0,6.4159999999999995,31899354.450000003,513,5,9.160071835225892,2,Very High Risk
-59.0_-45.0,-59.0,-45.0,5.3925,47746794.09,808,8,9.1506388840825,0,High Risk
-59.0_-5.0,-59.0,-5.0,6.034285714285714,44402356.83,780,7,9.299043352487127,2,Very High Risk
-59.0_-55.0,-59.0,-55.0,4.9525,61208025.71,1476,12,9.310512088787945,0,High Risk
-59.0_-75.0,-59.0,-75.0,6.294999999999999,35101923.03,1012,6,9.371422416961122,2,Very High Risk
-59.0_-99.0,-59.0,-99.0,6.236,26099510.64,839,5,9.193224662776041,2,Very High Risk
-59.0_139.0,-59.0,139.0,4.941111111111111,55400768.05,900,9,9.102674629932274,0,High Risk
-59.0_149.0,-59.0,149.0,5.970000000000001,50471820.81,1158,9,9.458930088667595,2,Very High Risk
-59.0_155.0,-59.0,155.0,5.53,41999962.94,812,7,9.143117282335078,0,High Risk
-59.0_37.0,-59.0,37.0,5.9879999999999995,42156589.09,660,5,9.190772572490767,0,High Risk
-59.0_39.0,-59.0,39.0,4.8945454545454545,53420444.04,1080,11,9.15065807560627,0,High Risk
-59.0_65.0,-59.0,65.0,5.908333333333334,36311689.87,1012,6,9.265587559155689,0,High Risk
-59.0_9.0,-59.0,9.0,5.8375,50852580.68,955,8,9.353132266550505,0,High Risk
-59.0_93.0,-59.0,93.0,5.044,62675784.59,1092,10,9.238039694614974,0,High Risk
-59.0_95.0,-59.0,95.0,6.308571428571428,48479766.23,1345,7,9.570980465306539,1,Extreme Danger Zone
-59.0_97.0,-59.0,97.0,5.218,71959603.8,1200,10,9.3599471164313,0,High Risk
-7.0_-103.0,-7.0,-103.0,6.55,34054151.010000005,603,5,9.268286962826918,2,Very High Risk
-7.0_-11.0,-7.0,-11.0,5.964,33407748.44,646,5,9.107369370331973,0,High Risk
-7.0_-121.0,-7.0,-121.0,6.4719999999999995,39363549.55,344,5,9.120344521975092,2,Very High Risk
-7.0_-129.0,-7.0,-129.0,5.651428571428572,32445882.4,971,7,9.155704706919497,0,High Risk
-7.0_-133.0,-7.0,-133.0,6.1433333333333335,32152373.02,760,6,9.213780076637754,2,Very High Risk
-7.0_-149.0,-7.0,-149.0,5.498333333333334,66374892.39,1428,12,9.488662818529534,0,High Risk
-7.0_-151.0,-7.0,-151.0,6.416666666666667,31411681.4,501,6,9.163978180605081,2,Very High Risk
-7.0_-153.0,-7.0,-153.0,6.08875,38526552.34,832,8,9.303915027984404,2,Very High Risk
-7.0_-157.0,-7.0,-157.0,6.483333333333334,27018448.64,897,6,9.313251188579729,2,Very High Risk
-7.0_-169.0,-7.0,-169.0,5.732857142857142,38367442.16,854,7,9.191947684776586,0,High Risk
-7.0_-23.0,-7.0,-23.0,6.535555555555555,54902476.11,1289,9,9.685965132931564,1,Extreme Danger Zone
-7.0_-41.0,-7.0,-41.0,4.702,52364826.08,1226,10,9.116211466186588,0,High Risk
-7.0_-69.0,-7.0,-69.0,6.159999999999999,27892478.5,1010,7,9.274713017419504,2,Very High Risk
-7.0_-9.0,-7.0,-9.0,5.268,59565619.33,875,10,9.22357609221035,0,High Risk
-7.0_105.0,-7.0,105.0,4.685,48066373.4,1237,12,9.104798695824925,0,High Risk
-7.0_143.0,-7.0,143.0,6.51,28013163.05,602,4,9.178974480951258,2,Very High Risk
-7.0_145.0,-7.0,145.0,5.6525,49595633.879999995,1036,8,9.314522634613704,0,High Risk
-7.0_147.0,-7.0,147.0,5.0,59959822.61,1286,10,9.26056587637862,0,High Risk
-7.0_149.0,-7.0,149.0,6.9025,28228536.830000002,596,4,9.29602212645796,2,Very High Risk
-7.0_17.0,-7.0,17.0,5.306666666666667,44136808.32,1031,9,9.18487609432929,0,High Risk
-7.0_33.0,-7.0,33.0,7.531999999999999,40647516.63,783,5,9.694233150582157,1,Extreme Danger Zone
-7.0_37.0,-7.0,37.0,4.88,51473909.69,985,10,9.098862128279913,0,High Risk
-7.0_41.0,-7.0,41.0,6.158333333333334,51202276.39,1000,6,9.440105819488286,2,Very High Risk
-7.0_63.0,-7.0,63.0,6.118571428571428,42894290.72,846,7,9.338300585606557,2,Very High Risk
-7.0_65.0,-7.0,65.0,5.26625,35467384.79,1186,8,9.13859001272612,0,High Risk
-7.0_71.0,-7.0,71.0,6.114999999999999,33145460.089999996,620,6,9.153415242943487,0,High Risk
-7.0_83.0,-7.0,83.0,6.218333333333334,42588141.19,926,6,9.37980301061878,2,Very High Risk
-9.0_-109.0,-9.0,-109.0,8.57,16093547.25,258,2,9.326088353324884,1,Extreme Danger Zone
-9.0_-149.0,-9.0,-149.0,6.984,42023154.730000004,588,5,9.45402320738655,1,Extreme Danger Zone
-9.0_-155.0,-9.0,-155.0,5.877142857142857,48266676.230000004,1005,7,9.35288380693915,0,High Risk
-9.0_-163.0,-9.0,-163.0,6.074999999999999,39632743.23,788,6,9.266870773873476,2,Very High Risk
-9.0_-17.0,-9.0,-17.0,5.768571428571429,39343655.230000004,1079,7,9.280284070531145,0,High Risk
-9.0_-43.0,-9.0,-43.0,7.064285714285715,41480295.35,1056,7,9.678405589926875,1,Extreme Danger Zone
-9.0_-5.0,-9.0,-5.0,5.4157142857142855,47440838.56,787,7,9.136006069779334,0,High Risk
-9.0_-55.0,-9.0,-55.0,6.844285714285713,49936357.71,852,7,9.603735710759693,1,Extreme Danger Zone
-9.0_-61.0,-9.0,-61.0,5.884285714285714,47888702.22,913,7,9.323896097984257,0,High Risk
-9.0_-87.0,-9.0,-87.0,6.3066666666666675,36286546.14,801,6,9.314810885767862,2,Very High Risk
-9.0_113.0,-9.0,113.0,5.941666666666667,46408444.269999996,476,6,9.123243565401223,0,High Risk
-9.0_153.0,-9.0,153.0,5.198571428571428,40510425.15,1028,7,9.103539383914123,0,High Risk
-9.0_155.0,-9.0,155.0,6.465999999999999,36918913.1,898,5,9.386631223741398,2,Very High Risk
-9.0_17.0,-9.0,17.0,5.375555555555556,44931588.8,951,9,9.186690185708752,0,High Risk
-9.0_27.0,-9.0,27.0,6.843999999999999,29794678.67,802,5,9.40183448139864,2,Very High Risk
-9.0_45.0,-9.0,45.0,6.675,23457114.98,687,4,9.21478578066206,2,Very High Risk
-9.0_49.0,-9.0,49.0,5.9399999999999995,61552386.67,910,8,9.426705087573488,2,Very High Risk
-9.0_59.0,-9.0,59.0,8.505,48426144.94,658,4,9.968325980954273,1,Extreme Danger Zone
-9.0_63.0,-9.0,63.0,5.464444444444444,36986392.34,1269,9,9.241441693090094,0,High Risk
-9.0_69.0,-9.0,69.0,5.30625,64472064.03,845,8,9.228276041907757,0,High Risk
-9.0_71.0,-9.0,71.0,6.248571428571429,38711684.19,1008,7,9.399025705441039,2,Very High Risk
-9.0_9.0,-9.0,9.0,6.23,43240295.83,698,6,9.303171262201772,2,Very High Risk
-9.0_91.0,-9.0,91.0,6.502000000000001,37708559.96,601,5,9.28347249285735,2,Very High Risk
-9.0_97.0,-9.0,97.0,5.80875,35922861.32,916,8,9.227745044668263,0,High Risk
1.0_-115.0,1.0,-115.0,5.211428571428571,39781862.06,1095,7,9.120875965163211,0,High Risk
1.0_-125.0,1.0,-125.0,6.036,33912616.27,591,5,9.106817245576098,0,High Risk
1.0_-131.0,1.0,-131.0,6.421428571428572,38998047.95,1135,7,9.488659958156719,1,Extreme Danger Zone
1.0_-133.0,1.0,-133.0,5.640000000000001,38891299.870000005,830,6,9.146264300030058,0,High Risk
1.0_-149.0,1.0,-149.0,6.252000000000001,36070983.82,672,5,9.228599352474895,2,Very High Risk
1.0_-43.0,1.0,-43.0,7.05,20709743.34,398,3,9.104152327739323,2,Very High Risk
1.0_-53.0,1.0,-53.0,8.86,9556762.88,279,1,9.239579515440344,2,Very High Risk
1.0_-77.0,1.0,-77.0,8.05,38918234.96,776,5,9.833900098878937,1,Extreme Danger Zone
1.0_1.0,1.0,1.0,5.728333333333334,34168512.230000004,844,6,9.138936536763776,0,High Risk
1.0_111.0,1.0,111.0,5.771428571428571,34828847.6,930,7,9.200037484005742,0,High Risk
1.0_135.0,1.0,135.0,6.312,32195647.63,781,5,9.257534928787008,2,Very High Risk
1.0_139.0,1.0,139.0,5.871428571428572,47137542.18,748,7,9.255568521629266,0,High Risk
1.0_159.0,1.0,159.0,7.3,24969229.08,433,2,9.231721037490939,2,Very High Risk
1.0_161.0,1.0,161.0,5.498888888888889,34549694.39,1066,9,9.179079838848976,0,High Risk
1.0_163.0,1.0,163.0,5.991666666666667,47925772.54,630,6,9.231831969888535,0,High Risk
1.0_167.0,1.0,167.0,6.3675,26815508.03,759,4,9.192536613202785,2,Very High Risk
1.0_29.0,1.0,29.0,5.775,57435207.79,964,8,9.37371130817378,0,High Risk
1.0_3.0,1.0,3.0,5.25875,55247642.42,1016,8,9.222932049874428,0,High Risk
1.0_31.0,1.0,31.0,6.0249999999999995,36600807.519999996,578,6,9.135156024828824,0,High Risk
1.0_43.0,1.0,43.0,4.913333333333333,45019751.5,1186,9,9.114797396443638,0,High Risk
1.0_63.0,1.0,63.0,6.146666666666666,60586654.5,1157,9,9.566468972895274,1,Extreme Danger Zone
1.0_79.0,1.0,79.0,5.885000000000001,38552796.28,846,6,9.222862988619429,0,High Risk
1.0_95.0,1.0,95.0,5.6,54691046.47,924,9,9.30435980695347,0,High Risk
11.0_-11.0,11.0,-11.0,5.485714285714286,43644380.51,961,7,9.191838309619982,0,High Risk
11.0_-127.0,11.0,-127.0,5.890000000000001,36039065.31,864,6,9.210444091981424,0,High Risk
11.0_-137.0,11.0,-137.0,6.395,28140782.89,613,4,9.151261409502556,2,Very High Risk
11.0_-147.0,11.0,-147.0,5.18,56100510.72,744,9,9.121070422419258,0,High Risk
11.0_-47.0,11.0,-47.0,6.374,46688190.730000004,522,5,9.266950937217954,2,Very High Risk
11.0_-5.0,11.0,-5.0,6.668000000000001,34974281.08,640,5,9.32952184949198,2,Very High Risk
11.0_-51.0,11.0,-51.0,7.605,16234677.620000001,416,2,9.182085145752332,2,Very High Risk
11.0_-63.0,11.0,-63.0,7.4425,45044672.0,620,4,9.610042702413674,1,Extreme Danger Zone
11.0_-73.0,11.0,-73.0,5.628888888888889,62263768.690000005,1173,9,9.423443856688696,0,High Risk
11.0_-83.0,11.0,-83.0,6.6579999999999995,31309551.4,749,5,9.340428048116387,2,Very High Risk
11.0_-9.0,11.0,-9.0,5.2411111111111115,44857715.89,1112,9,9.19273800550925,0,High Risk
11.0_103.0,11.0,103.0,6.073333333333333,45623061.51,873,9,9.374959793025365,2,Very High Risk
11.0_109.0,11.0,109.0,5.8175,36790891.12,1092,8,9.290205166916879,0,High Risk
11.0_111.0,11.0,111.0,6.108333333333333,27259707.2,834,6,9.181596616314794,0,High Risk
11.0_125.0,11.0,125.0,6.13,33345503.76,696,5,9.178941629581717,2,Very High Risk
11.0_135.0,11.0,135.0,5.0075,74437784.47,1705,16,9.455785624851657,0,High Risk
